filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,Extension,from_CSD,public,State,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE,,,,,,,,,,,,,
JOVYAW_freeONLY,4.37224,3.52862,4.37224,1.32069,1193.38,903.605,0,0,0.5232,0.396155,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JOWFOQ_freeONLY,6.09119,5.56552,6.08191,1.07675,2298.62,2134.78,0,0,0.6858,0.636918,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
jp102463p_si_002_freeONLY,7.50467,7.0978,7.502,1.02131,1655.17,1620.62,0,0,0.6276,0.614502,0,Cr,No,,freeONLY,N,Y,,Y,28/09/2015,10.1021/jp102463p,"1 SI, 1 Structure",MINVUA02,,,,,,,,,,,,,,
jp102463p_si_004_freeONLY,7.69309,7.15133,7.69309,1.0015,1823.95,1821.21,0,0,0.6478,0.646828,0,Cr,No,,freeONLY,N,Y,,Y,28/09/2015,10.1021/jp102463p,"1 SI, 1 Structure",LURMAO,,,,,,,,,,,,,,
jp2064408_si_002_freeONLY,11.20366,5.17561,11.20366,0.945749,2174.96,2299.73,0,0,0.6902,0.729792,0,Zn,Yes,Zn,freeONLY,N,Y,,Y,"	21/11/2011",10.1021/jp2064408,"1 SI, 1 Structure",HANHAH,,,,,,,,,,,,,,
jp209895d_si_002_freeONLY,5.49532,3.6076,5.46456,1.0177,1748.28,1717.87,0,0,0.5898,0.57954,0,Zn,Yes,Zn,freeONLY,N,Y,,Y,05/08/2011,10.1021/jp209895d,"1 SI, 1 Structure",OZOGAN,,,,,,,,,,,,,,
JUBXIP_freeONLY,6.30932,2.42802,5.99319,2.19246,0,0,513.935,234.41,0.4336,0.197768,0,"Fe,Ba",Yes,Ba,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUCGUL_freeONLY,6.1601,4.88151,6.1601,0.959179,1807.63,1884.57,0,0,0.5894,0.614484,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUCXEK_freeONLY,5.94087,3.75958,5.94087,2.70193,1025.59,379.577,0,0,0.5574,0.206297,0,Np,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUFBIX_freeONLY,5.04128,2.68626,4.5732,1.55778,0,0,185.336,118.974,0.373,0.239444,0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUFREJ_freeONLY,3.6579,2.55963,3.65715,2.41566,0,0,9.84189,4.0742,0.3274,0.135532,0,Gd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUFZER_freeONLY,4.21888,2.7614,4.21888,1.99176,0,0,122.854,61.6811,0.3874,0.194501,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUGLAA_freeONLY,4.55135,3.34716,4.55135,1.4234,344.591,242.09,115.328,81.0227,0.4036,0.283546,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUJMOS_freeONLY,10.00436,3.46125,9.10166,1.00404,871.243,867.739,634.245,631.694,0.6146,0.612128,0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUJTAL_freeONLY,5.22072,3.45324,5.19698,1.12811,885.201,784.679,0,0,0.502,0.444994,0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUJZEV_freeONLY,3.91156,2.74305,3.8713,1.66111,0,0,115.775,69.6971,0.363,0.218528,0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUKNUA_freeONLY,5.93325,2.86918,5.91104,3.73033,0,0,316.067,84.7288,0.3742,0.100313,0,"Cu,Na,W",Yes,"Cu,Na",freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUMCOL_freeONLY,7.85155,7.4129,7.84422,0.988066,1824.14,1846.18,0,0,0.6392,0.646921,0,V,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUMCUR_freeONLY,6.66565,6.12054,6.47961,1.03261,1670.88,1618.12,0,0,0.6176,0.598098,0,V,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUMDAY_freeONLY,6.08117,5.71486,6.04254,1.0654,1666.94,1564.61,0,0,0.599,0.562229,0,V,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUMDEC_freeONLY,6.63074,6.11727,6.62182,1.03639,1700.67,1640.96,0,0,0.617,0.595335,0,V,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUNBOL_freeONLY,4.23505,3.57437,4.22469,1.56146,719.857,461.015,0,0,0.4554,0.29165,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUNBUR_freeONLY,6.35397,5.2162,6.34252,1.19272,1905.97,1598,0,0,0.6312,0.52921,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUPBUT_freeONLY,4.20425,2.87748,4.18551,1.59674,0,0,501.252,313.921,0.4332,0.271302,0,Pr,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUPFOP_charged,4.08468,2.80565,4.08385,1.76198,0,0,389.318,220.955,0.4618,0.262092,0,Ag,Yes,Ag,charged,Y,Y,,,,,,,,,,,,,,,,,,,,
JUPNAL_freeONLY,2.91572,2.40064,2.91572,1.81188,0,0,0,0,0.3174,0.175177,0,"Co,Sr",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUQTOG_freeONLY,7.0124,3.08649,6.99734,1.28641,0,0,1319.65,1025.84,0.5754,0.447292,0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JURKIS_freeONLY,5.7821,3.75988,5.75265,1.16029,624.879,538.554,0,0,0.4624,0.398521,0,Mn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUTCUW_SL,6.94384,5.61196,6.94384,1.08226,2751.52,2542.38,0,0,0.7548,0.697429,0,Cd,No,,SL,Y,Y,,,,,,,,,,,,,,,,,,,,
JUVROJ_freeONLY,5.07744,3.63748,5.07744,1.35621,1447.17,1067.07,0,0,0.563,0.415127,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUWBIO_freeONLY,4.41179,2.90753,4.38337,1.58511,0,0,657.862,415.026,0.5318,0.335497,0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUXZOT_freeONLY,4.54071,3.29336,4.45814,0.966027,0,0,2012.32,2083.09,0.6394,0.661886,0,Cd,Yes,Cd,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUYJIY_freeONLY,8.93591,6.40725,8.93528,0.861374,1865.56,2165.8,0,0,0.6744,0.782935,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUYROM_freeONLY,6.54798,4.58648,6.32354,0.991599,1825.87,1841.34,0,0,0.6014,0.606495,0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
JUZXAD_freeONLY,4.47823,4.15619,4.46823,1.63631,566.754,346.362,0,0,0.3974,0.242864,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
jz4002345_si_002_freeONLY,8.57756,4.11023,8.57756,1.21659,1656.78,1361.82,0,0,0.594,0.488251,0.000328789,Zr,No,,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,
jz4002345_si_003_freeONLY,8.23229,4.10889,8.23229,1.21659,1653.43,1359.07,0,0,0.5956,0.489565,0.000164394,Zr,No,,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,
jz4002345_si_004_freeONLY,8.12994,4.03809,8.12994,1.2166,1662.07,1366.16,0,0,0.5922,0.486767,0.000164393,Zr,No,,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,
jz4002345_si_005_freeONLY,8.17701,3.85924,8.17701,1.11826,1495.8,1337.62,0,0,0.578,0.516876,0.00017885,Ti,No,,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,
jz4002345_si_006_freeONLY,8.7001,4.17817,8.7001,1.56011,1731.24,1109.69,0,0,0.5976,0.383051,0.000256393,Hf,No,,freeONLY,N,Y,,N,,,,,,,,,,,,,,,,,,
KABNIL_freeONLY,4.65928,3.60721,4.64822,1.48033,1260.49,851.493,0,0,0.5134,0.346815,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KABXAO_freeONLY,4.77937,3.20293,4.64383,3.15369,0,0,1113.09,352.95,0.5234,0.165964,0,"Cu,W",Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KACZEV_freeONLY,9.11642,5.54909,9.11642,0.791245,2646.97,3345.33,0,0,0.7156,0.904398,0,In,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KACZIZ_freeONLY,8.95718,5.39333,8.94241,0.815497,2606.82,3196.61,0,0,0.7178,0.880199,0,In,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KADLOT_freeONLY,9.00309,8.54299,8.9671,0.97843,1897.63,1939.47,0,0,0.6736,0.68845,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KADLUZ_freeONLY,14.27976,9.75466,14.27887,0.875377,1931.83,2206.85,0,0,0.6958,0.794857,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAFTUI_freeONLY,5.18489,3.11952,5.15884,1.67018,0,0,191.456,114.632,0.3724,0.222971,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAFYAT_freeONLY,3.48514,2.77207,3.47194,1.80222,0,0,22.9505,12.7346,0.3654,0.20275,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAGCAY_charged,10.06669,5.92468,10.06669,1.03617,1997.39,1927.67,0.0550289,0.053108,0.6814,0.657615,0,Cu,No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,
KAGVUL_freeONLY,5.07203,3.58895,5.07203,3.59486,697.859,194.127,0,0,0.4346,0.120895,0,U,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAGWEW_freeONLY,9.68554,8.53844,9.68554,1.79443,1752.26,976.496,0,0,0.6654,0.370814,0,U,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAHKUB01_freeONLY,4.31258,2.65379,4.3124,0.999225,0,0,692.575,693.112,0.5222,0.522605,0,"K,Fe",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAHKUB02_freeONLY,4.30319,2.61293,4.30314,1.00701,0,0,629.172,624.79,0.5064,0.502873,0,"K,Fe",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAHKUB_freeONLY,4.39885,2.69675,4.39711,0.991264,0,0,733.27,739.732,0.5264,0.531039,0,"K,Fe",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAHMOW_freeONLY,5.20373,4.91346,5.20373,1.50927,221.957,147.062,328.828,217.872,0.4508,0.298686,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAHNOX_freeONLY,5.64385,2.55441,5.64144,1.38768,0,0,865.469,623.68,0.5724,0.412487,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAHPUE_freeONLY,5.5467,4.52994,5.5467,1.10879,1597.49,1440.76,0,0,0.5904,0.532473,0,"Cd,Ni",Yes,Ni,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAHYEY_freeONLY,3.89651,3.5765,3.89651,2.04615,441.983,216.007,0,0,0.3662,0.17897,0,Mn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAHYID_freeONLY,8.9061,3.82535,8.89994,1.27726,1513,1184.57,0,0,0.6232,0.487921,0,Gd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAHYOJ_freeONLY,8.86827,3.84095,8.85756,1.28439,1544.23,1202.31,0,0,0.6264,0.487703,0,Tb,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAHYUP_freeONLY,8.93948,3.18542,8.93948,1.30802,0,0,1460.16,1116.32,0.632,0.483172,0,Dy,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAJZIH_freeONLY,7.14961,5.83054,7.14961,1.83342,875.983,477.787,0,0,0.4314,0.235299,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAKBUW_freeONLY,7.39749,3.48006,7.39749,1.05256,1032.13,980.585,0,0,0.514,0.488332,0,Ca,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAKCAD_freeONLY,9.06904,5.13609,8.91495,0.901436,1767.9,1961.2,0,0,0.608,0.674479,0,Sr,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAKCEH01_freeONLY,8.57308,7.9237,8.56948,1.08781,1346.48,1237.79,0,0,0.5706,0.524541,0,Ba,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAKCEH02_freeONLY,8.74125,8.09533,8.71484,1.06882,1370.79,1282.53,0,0,0.5706,0.53386,0,Ba,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAKCEH_freeONLY,8.62527,7.85986,8.62224,1.06385,1364.27,1282.39,0,0,0.5574,0.523945,0,Ba,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KALFEK_freeONLY,6.54196,4.56831,6.52391,0.938074,1723.71,1837.5,0,0,0.6008,0.640461,0,Ni,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KALFOU_freeONLY,6.46523,4.80891,6.4631,0.94279,1718.26,1822.53,0,0,0.5936,0.629621,0,Ni,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KALGAH_freeONLY,6.33471,4.78818,6.33036,0.937811,1809.34,1929.33,0,0,0.5982,0.637868,0,Ni,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KALGEL_freeONLY,6.46285,4.62415,6.46285,0.930333,1709.53,1837.55,0,0,0.6066,0.652024,0,Ni,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KANDAG_freeONLY,4.72415,2.9462,4.67451,1.37776,0,0,457.755,332.245,0.4626,0.335762,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KANDIO_freeONLY,6.34814,4.18035,6.34814,1.16715,1258.72,1078.45,0,0,0.5426,0.464892,0,Zn,Yes,Zn,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAPHOB_freeONLY,4.89405,3.06675,4.62292,1.11199,0,0,863.046,776.128,0.5174,0.465293,0,Mn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAPHUH_freeONLY,4.86022,2.70449,4.84993,1.09542,0,0,825.696,753.772,0.5268,0.480912,0,Mn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KARLUM_freeONLY,12.53415,7.4934,12.53415,0.637007,2138.43,3357,0,0,0.7386,1.15949,0,Ni,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KARNAU_freeONLY,15.53234,10.48172,15.53234,0.459782,1976.67,4299.13,0,0,0.8028,1.74604,0,Ni,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KARTAA_freeONLY,6.20188,4.23592,5.30961,1.89212,1747.42,923.525,0,0,0.5718,0.3022,0,Sm,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KASPOL_freeONLY,4.03993,2.92861,4.03246,1.66596,0,0,166.892,100.178,0.4152,0.249226,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KASRAZ_freeONLY,5.28429,3.7642,5.27907,1.23834,892.386,720.631,0,0,0.5062,0.408773,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KASRED_freeONLY,5.63358,3.74786,5.61451,1.06807,1415.37,1325.17,0,0,0.5754,0.538731,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KATDAM_freeONLY,6.25403,6.06717,6.25403,1.40557,375.411,267.088,0,0,0.4372,0.311048,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAVGAQ_freeONLY,5.26252,4.91537,5.26252,1.15534,1485.59,1285.85,0,0,0.5246,0.454067,0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAVJAT_charged,6.84822,4.59519,6.84227,1.0747,2178.51,2027.08,0,0,0.6228,0.579508,0,Pr,No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,
KAVJEX01_freeONLY,9.52843,6.46475,9.52268,1.03139,1993.36,1932.71,0,0,0.6454,0.62576,0,Nd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAVJEX_freeONLY,8.73636,5.24821,8.73636,1.1563,1804.89,1560.92,0,0,0.605,0.523221,0,Nd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAVLID_freeONLY,3.80536,2.41604,3.77177,1.35746,0,0,130.925,96.4485,0.4054,0.298645,0,Ni,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAVNIH_freeONLY,8.43697,7.72021,8.43697,1.03874,1070.95,1031.01,0,0,0.5158,0.496565,0,Co,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAVTEI_freeONLY,5.69693,3.84932,5.6869,1.19116,1393.16,1169.59,0.886343,0.744103,0.5548,0.465766,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAVTUY_freeONLY,3.86568,2.95296,3.84967,2.26782,0,0,137.918,60.815,0.3266,0.144015,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAXQIL_freeONLY,5.12409,3.76819,5.12409,1.55224,467.005,300.859,0,0,0.3454,0.222517,0,Ca,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KAXZUG_freeONLY,4.51369,2.59156,4.48614,1.60849,0,0,178.403,110.913,0.3612,0.224558,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEBDIG_charged,6.72563,5.57122,6.72563,1.15231,951.277,825.536,0,0,0.4938,0.428529,0,Co,No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,
KEBFII_freeONLY,5.13601,4.1674,5.13601,1.56041,1085.45,695.617,0,0,0.5092,0.326324,0,"Tb,Ag",Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KECRAL10_freeONLY,6.62973,5.44415,6.34464,1.11292,2497.02,2243.68,0,0,0.7324,0.658091,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KECRAL11_freeONLY,6.17897,5.38709,6.17897,1.29095,2368.45,1834.65,0,0,0.7162,0.554784,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KECRAL12_freeONLY,6.32206,5.32536,6.24464,1.11771,2477.26,2216.37,0,0,0.732,0.65491,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KECRAL_freeONLY,6.62974,5.43517,6.34517,1.11293,2494.36,2241.26,0,0,0.7284,0.65449,0,Cd,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEDJAG01_freeONLY,5.62745,4.42901,5.626,1.06272,3032.17,2853.21,0,0,0.6922,0.651347,0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEDJAG02_freeONLY,5.64435,4.47405,5.63077,1.05807,3043.38,2876.34,0,0,0.6944,0.656287,0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEDJAG03_freeONLY,5.73609,4.60094,5.73609,1.03985,3094.03,2975.45,0,0,0.6998,0.672979,0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEDJAG04_freeONLY,5.58759,4.3837,5.56019,1.07026,3013.15,2815.34,0,0,0.6894,0.644141,0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEDJAG06_freeONLY,5.60157,4.39581,5.5618,1.06802,3018.73,2826.48,0,0,0.6908,0.646807,0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEDJAG08_freeONLY,5.61357,4.40385,5.61357,1.06606,3021.96,2834.71,0,0,0.6918,0.648934,0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEDJAG10_freeONLY,5.6275,4.42824,5.62604,1.06272,3031.79,2852.86,0,0,0.692,0.651159,0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEDJAG12_freeONLY,5.63489,4.44582,5.40576,1.06079,3035.28,2861.33,0,0,0.6926,0.652908,0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEDJAG14_freeONLY,5.64072,4.46761,5.621,1.05911,3041.81,2872.03,0,0,0.6942,0.655454,0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEDJAG16_freeONLY,5.644,4.47445,5.6433,1.05807,3043.8,2876.74,0,0,0.6942,0.656098,0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEDJAG18_freeONLY,5.65854,4.50803,5.65314,1.0548,3060.96,2901.94,0,0,0.6954,0.659272,0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEDJAG20_freeONLY,5.67593,4.5303,5.67504,1.05131,3067.91,2918.19,0,0,0.6962,0.662224,0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEDJAG22_freeONLY,5.70452,4.56197,5.70452,1.04697,3123.81,2983.66,0,0,0.6974,0.666112,0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEDJAG24_freeONLY,5.73555,4.60029,5.7012,1.03985,3093.95,2975.36,0,0,0.6996,0.672786,0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEDJAG26_freeONLY,5.76062,4.63585,5.58828,1.03565,3107.22,3000.25,0,0,0.7004,0.676287,0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEDJAG28_freeONLY,5.787,4.68615,5.787,1.03012,3120.56,3029.31,0,0,0.7,0.67953,0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEDJAG_freeONLY,5.61338,4.40406,5.55816,1.06606,3021.98,2834.73,0,0,0.6918,0.648934,0,Cu,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEDNOY_freeONLY,4.98967,3.63243,4.9802,1.21306,941.075,775.788,0,0,0.514,0.423723,0,"Ag,Al",Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEDQAN_freeONLY,6.47084,4.69781,6.47084,1.24227,903.446,727.254,0,0,0.4856,0.390897,0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEFFEI01_freeONLY,3.96931,2.79019,3.96931,2.17482,0,0,235.891,108.464,0.421,0.193579,0,Dy,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEFFEI_freeONLY,3.97348,2.77516,3.93937,2.17773,0,0,215.534,98.9719,0.4156,0.190841,0,Dy,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEFWEZ_charged,5.67031,4.17239,5.67031,1.18787,1490.34,1254.63,0,0,0.5346,0.450049,0,Co,No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,
KEGYAX_freeONLY,4.05397,3.78362,4.05397,2.49857,460.926,184.476,0,0,0.3628,0.145203,0,Ag,Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEGZOL01_freeONLY,6.43501,4.94371,6.43501,0.973544,2580.97,2651.11,0,0,0.724,0.743675,0,"Cu,Zn",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEGZOL02_freeONLY,5.90632,4.48545,5.90632,0.991222,2611.36,2634.48,0,0,0.7042,0.710436,0,"Cu,Zn",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEGZOL03_freeONLY,6.38762,4.90333,6.38762,0.985223,2558.92,2597.3,0,0,0.7104,0.721055,0,"Cu,Zn",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEGZOL04_freeONLY,6.38911,4.90295,6.38911,0.984664,2559.58,2599.45,0,0,0.7106,0.721667,0,"Cu,Zn",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEGZOL_freeONLY,6.39792,4.91247,6.39792,0.989226,2580.25,2608.35,0,0,0.72,0.727842,0,"Cu,Zn",No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEHDOS_freeONLY,4.08176,3.30481,3.94024,1.47581,0,0,332.473,225.282,0.451,0.305596,0,Ag,Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEHFUA_freeONLY,4.92862,3.41735,4.92541,1.16182,442.596,380.951,319.971,275.406,0.5238,0.450845,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEHGAH_charged,8.41883,6.8178,8.41883,0.985883,1722.07,1746.73,0,0,0.628,0.636992,0,Cd,No,,charged,Y,Y,,,,,,,,,,,,,,,,,,,,
KEHGEL_freeONLY,4.37358,2.8186,4.37358,1.34455,0,0,410.065,304.983,0.4886,0.363393,0,Ag,Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEHGIP_freeONLY,4.44178,3.56553,4.37052,1.11148,1159.64,1043.33,0,0,0.5338,0.480259,0,Cu,Yes,Cu,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEHGOV_manual,3.60734,2.84874,3.60371,1.5991,0,0,60.1048,37.5865,0.4262,0.266524,0,Cd,No,,manual,Y,Y,,,,,,,,,,,,,,,,,,,,
KEJQAR01_freeONLY,10.46853,2.57415,10.46853,0.973418,0,0,1798.92,1848.05,0.6868,0.705555,0,Al,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEJQAR_freeONLY,10.40713,2.61296,10.40713,0.968939,0,0,1814.26,1872.42,0.6902,0.712326,0,Al,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KEPPIF_freeONLY,7.0674,3.65703,7.0484,1.39411,1857.76,1332.58,0,0,0.6184,0.443581,0,Zn,No,,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
KESBIU_charged,5.75057,4.00781,5.59048,1.13972,1487.51,1305.15,0.499128,0.437939,0.5544,0.486435,0,"Co,Ag",Yes,Ag,charged,Y,Y,,,,,,,,,,,,,,,,,,,,
KESBOA_freeONLY,6.05718,4.26017,6.04665,0.970091,1926.33,1985.72,0,0,0.5956,0.613963,0,"Co,Fe,Ag",Yes,Ag,freeONLY,Y,Y,,,,,,,,,,,,,,,,,,,,
